Country Name,Country Code,Indicator Name,Indicator Code,Year,Value,Region,Income Group
Tajikistan,TJK,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,1081.5440293203876,Europe & Central Asia,Lower middle income
Tajikistan,TJK,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,17.48999977,Europe & Central Asia,Lower middle income
Tajikistan,TJK,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,94.9385868130658,Europe & Central Asia,Lower middle income
Tajikistan,TJK,"Population, total",SP.POP.TOTL,2014,8425552.0,Europe & Central Asia,Lower middle income
Tajikistan,TJK,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,1.6616122006012188,Europe & Central Asia,Lower middle income
Tanzania,TZA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,0.168018787598672,Sub-Saharan Africa,Lower middle income
Tanzania,TZA,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,1022.74841308594,Sub-Saharan Africa,Lower middle income
Tanzania,TZA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,7.0,Sub-Saharan Africa,Lower middle income
Tanzania,TZA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,63.2804353521698,Sub-Saharan Africa,Lower middle income
Tanzania,TZA,"Population, total",SP.POP.TOTL,2014,50351512.0,Sub-Saharan Africa,Lower middle income
Tanzania,TZA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,2.303803707026712,Sub-Saharan Africa,Lower middle income
Thailand,THA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,7.74748143833759,East Asia & Pacific,Upper middle income
Thailand,THA,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,5801.1978916205,East Asia & Pacific,Upper middle income
Thailand,THA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,34.8860535783465,East Asia & Pacific,Upper middle income
Thailand,THA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,138.28115031927,East Asia & Pacific,Upper middle income
Thailand,THA,"Population, total",SP.POP.TOTL,2014,70216367.0,East Asia & Pacific,Upper middle income
Thailand,THA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,50.62922153178332,East Asia & Pacific,Upper middle income
Timor-Leste,TLS,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,0.0869783730136906,East Asia & Pacific,Lower middle income
Timor-Leste,TLS,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,1224.7495775880084,East Asia & Pacific,Lower middle income
Timor-Leste,TLS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,17.5,East Asia & Pacific,Lower middle income
Timor-Leste,TLS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,116.401176746315,East Asia & Pacific,Lower middle income
Timor-Leste,TLS,"Population, total",SP.POP.TOTL,2014,1181903.0,East Asia & Pacific,Lower middle income
Timor-Leste,TLS,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,5.922651858908895,East Asia & Pacific,Lower middle income
Togo,TGO,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,0.168753220162062,Sub-Saharan Africa,Lower middle income
Togo,TGO,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,921.5397486314612,Sub-Saharan Africa,Lower middle income
Togo,TGO,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,5.699999809,Sub-Saharan Africa,Lower middle income
Togo,TGO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,60.4368580586019,Sub-Saharan Africa,Lower middle income
Togo,TGO,"Population, total",SP.POP.TOTL,2014,6937644.0,Sub-Saharan Africa,Lower middle income
Togo,TGO,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,2.594540740343552,Sub-Saharan Africa,Lower middle income
Tonga,TON,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,1.68841279816901,East Asia & Pacific,Upper middle income
Tonga,TON,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,4136.590108984451,East Asia & Pacific,Upper middle income
Tonga,TON,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,35.95439911,East Asia & Pacific,Upper middle income
Tonga,TON,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,63.7844834863848,East Asia & Pacific,Upper middle income
Tonga,TON,"Population, total",SP.POP.TOTL,2014,106609.0,East Asia & Pacific,Upper middle income
Tonga,TON,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,37.52028440375578,East Asia & Pacific,Upper middle income
Trinidad and Tobago,TTO,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,17.4584890485114,Latin America & Caribbean,High income
Trinidad and Tobago,TTO,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,21908.301455564368,Latin America & Caribbean,High income
Trinidad and Tobago,TTO,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,62.40000153,Latin America & Caribbean,High income
Trinidad and Tobago,TTO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,139.365477214979,Latin America & Caribbean,High income
Trinidad and Tobago,TTO,"Population, total",SP.POP.TOTL,2014,1345343.0,Latin America & Caribbean,High income
Trinidad and Tobago,TTO,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,175.41994866736587,Latin America & Caribbean,High income
Tunisia,TUN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,5.03392320650315,Middle East & North Africa,Lower middle income
Tunisia,TUN,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,4458.978954645474,Middle East & North Africa,Lower middle income
Tunisia,TUN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,46.15999985,Middle East & North Africa,Lower middle income
Tunisia,TUN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,126.692106854109,Middle East & North Africa,Lower middle income
Tunisia,TUN,"Population, total",SP.POP.TOTL,2014,11274288.0,Middle East & North Africa,Lower middle income
Tunisia,TUN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,19.95691435237418,Middle East & North Africa,Lower middle income
Turkiye,TUR,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,11.3618631179594,Europe & Central Asia,Upper middle income
Turkiye,TUR,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,12209.386232767443,Europe & Central Asia,Upper middle income
Turkiye,TUR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,51.0373665521645,Europe & Central Asia,Upper middle income
Turkiye,TUR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,92.1219361989572,Europe & Central Asia,Upper middle income
Turkiye,TUR,"Population, total",SP.POP.TOTL,2014,77181884.0,Europe & Central Asia,Upper middle income
Turkiye,TUR,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,298.865469518728,Europe & Central Asia,Upper middle income
Turkmenistan,TKM,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,0.0378583186988985,Europe & Central Asia,Upper middle income
Turkmenistan,TKM,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,7164.145361840064,Europe & Central Asia,Upper middle income
Turkmenistan,TKM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,12.19999981,Europe & Central Asia,Upper middle income
Turkmenistan,TKM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,118.613404511362,Europe & Central Asia,Upper middle income
Turkmenistan,TKM,"Population, total",SP.POP.TOTL,2014,6075283.0,Europe & Central Asia,Upper middle income
Turkmenistan,TKM,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,0.6584055425895387,Europe & Central Asia,Upper middle income
Turks and Caicos Islands,TCA,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,27292.5820256776,Latin America & Caribbean,High income
Turks and Caicos Islands,TCA,"Population, total",SP.POP.TOTL,2014,35050.0,Latin America & Caribbean,High income
Turks and Caicos Islands,TCA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,884.4507845934379,Latin America & Caribbean,High income
Tuvalu,TUV,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,4.09686817188638,East Asia & Pacific,Upper middle income
Tuvalu,TUV,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,3518.132492271065,East Asia & Pacific,Upper middle income
Tuvalu,TUV,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,24.10000038,East Asia & Pacific,Upper middle income
Tuvalu,TUV,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,34.5957756737072,East Asia & Pacific,Upper middle income
Tuvalu,TUV,"Population, total",SP.POP.TOTL,2014,10984.0,East Asia & Pacific,Upper middle income
Uganda,UGA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,0.151661444002794,Sub-Saharan Africa,Low income
Uganda,UGA,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,896.0547955463935,Sub-Saharan Africa,Low income
Uganda,UGA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,5.400000095,Sub-Saharan Africa,Low income
Uganda,UGA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,55.9572451997482,Sub-Saharan Africa,Low income
Uganda,UGA,"Population, total",SP.POP.TOTL,2014,36395539.0,Sub-Saharan Africa,Low income
Uganda,UGA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,2.2255474771235013,Sub-Saharan Africa,Low income
Ukraine,UKR,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,9.3062102695115,Europe & Central Asia,Upper middle income
Ukraine,UKR,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,3054.908203125,Europe & Central Asia,Upper middle income
Ukraine,UKR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,46.2359754571651,Europe & Central Asia,Upper middle income
Ukraine,UKR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,144.278847394403,Europe & Central Asia,Upper middle income
Ukraine,UKR,"Population, total",SP.POP.TOTL,2014,45972380.0,Europe & Central Asia,Upper middle income
Ukraine,UKR,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,73.56591066201054,Europe & Central Asia,Upper middle income
United Arab Emirates,ARE,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,13.2545793464851,Middle East & North Africa,High income
United Arab Emirates,ARE,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,52725.23079819358,Middle East & North Africa,High income
United Arab Emirates,ARE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,90.4000107121939,Middle East & North Africa,High income
United Arab Emirates,ARE,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,204.191832969644,Middle East & North Africa,High income
United Arab Emirates,ARE,"Population, total",SP.POP.TOTL,2014,8059440.0,Middle East & North Africa,High income
United Arab Emirates,ARE,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,419.63213324995286,Middle East & North Africa,High income
United Kingdom,GBR,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,36.5828488416012,Europe & Central Asia,High income
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,47746.98106455209,Europe & Central Asia,High income
United Kingdom,GBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,91.6133009176453,Europe & Central Asia,High income
United Kingdom,GBR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,120.958261038047,Europe & Central Asia,High income
United Kingdom,GBR,"Population, total",SP.POP.TOTL,2014,64619000.0,Europe & Central Asia,High income
United Kingdom,GBR,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,3250.205048050883,Europe & Central Asia,High income
United States,USA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,30.270920842,North America,High income
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,55153.3940182967,North America,High income
United States,USA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,73.0,North America,High income
United States,USA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,99.839569071329,North America,High income
United States,USA,"Population, total",SP.POP.TOTL,2014,319257560.0,North America,High income
United States,USA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,5115.546833096138,North America,High income
Uruguay,URY,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,25.0350829208297,Latin America & Caribbean,High income
Uruguay,URY,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,18322.427676715724,Latin America & Caribbean,High income
Uruguay,URY,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,61.4624951684405,Latin America & Caribbean,High income
Uruguay,URY,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,163.782686705197,Latin America & Caribbean,High income
Uruguay,URY,"Population, total",SP.POP.TOTL,2014,3356334.0,Latin America & Caribbean,High income
Uruguay,URY,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,159.99599563094733,Latin America & Caribbean,High income
Uzbekistan,UZB,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,2.71465494120139,Europe & Central Asia,Lower middle income
Uzbekistan,UZB,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,3021.003316680485,Europe & Central Asia,Lower middle income
Uzbekistan,UZB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,35.5,Europe & Central Asia,Lower middle income
Uzbekistan,UZB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,71.5984657244746,Europe & Central Asia,Lower middle income
Uzbekistan,UZB,"Population, total",SP.POP.TOTL,2014,30222994.0,Europe & Central Asia,Lower middle income
Uzbekistan,UZB,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,2.4153794954927363,Europe & Central Asia,Lower middle income
Vanuatu,VUT,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,1.75568705810022,East Asia & Pacific,Lower middle income
Vanuatu,VUT,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,3378.364119651348,East Asia & Pacific,Lower middle income
Vanuatu,VUT,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,18.79999924,East Asia & Pacific,Lower middle income
Vanuatu,VUT,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,59.9642637565324,East Asia & Pacific,Lower middle income
Vanuatu,VUT,"Population, total",SP.POP.TOTL,2014,260240.0,East Asia & Pacific,Lower middle income
Vanuatu,VUT,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,115.2782047340916,East Asia & Pacific,Lower middle income
"Venezuela, RB",VEN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,7.9330889563685,Latin America & Caribbean,Lower middle income
"Venezuela, RB",VEN,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,7101.150063829856,Latin America & Caribbean,Lower middle income
"Venezuela, RB",VEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,57.0,Latin America & Caribbean,Lower middle income
"Venezuela, RB",VEN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,100.905474597326,Latin America & Caribbean,Lower middle income
"Venezuela, RB",VEN,"Population, total",SP.POP.TOTL,2014,30254079.0,Latin America & Caribbean,Lower middle income
"Venezuela, RB",VEN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,16.295323351274384,Latin America & Caribbean,Lower middle income
Viet Nam,VNM,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,6.54510757019409,East Asia & Pacific,Upper middle income
Viet Nam,VNM,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,2546.384644599033,East Asia & Pacific,Upper middle income
Viet Nam,VNM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,41.0,East Asia & Pacific,Upper middle income
Viet Nam,VNM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,148.504309214861,East Asia & Pacific,Upper middle income
Viet Nam,VNM,"Population, total",SP.POP.TOTL,2014,91679578.0,East Asia & Pacific,Upper middle income
Viet Nam,VNM,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2014,20.33168171869203,East Asia & Pacific,Upper middle income
Virgin Islands (U.S.),VIR,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,8.9216560946676,Latin America & Caribbean,High income
Virgin Islands (U.S.),VIR,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,33045.36437959993,Latin America & Caribbean,High income
Virgin Islands (U.S.),VIR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,50.07,Latin America & Caribbean,High income
